id;x;y;bio02;bio04;bio06;bio09;bio12;bio15;bio16;acap;aset;aste;catr;ccor;cdel;cfee;chir;cleu;cpha;cvil;sgar;dsel
56;-49.934700012207;-29.3649997711182;8.10000006357829;326.22495686006;11;15.8666667938232;1474;14.494142465449;425;0;1;0;0;0;0;0;0;0;0;0;0;0
57;-50.177361;-29.354556;8.61666659514109;304.637147703094;7;16.3333333333333;1939;10.6192250239509;528;0;1;0;0;0;0;0;0;0;0;0;0;0
58;-50.1775;-29.3544444;8.61666659514109;304.637147703094;7;16.3333333333333;1939;10.6192250239509;528;0;1;0;0;0;0;0;0;0;0;0;0;0
59;-49.916667;-29.333333;8.2416664759318;328.77498723385;11.1000003814697;16.0666666030884;1444;14.8739641369373;418;0;1;0;0;0;0;0;0;0;0;0;0;0
60;-51.5036010742188;-29.2975006103516;9.40833342075348;340.802037106471;7.09999990463257;14.3833332061768;1719;10.8815938522477;466;0;1;0;0;0;0;0;0;0;0;0;0;0
61;-50.0975;-29.184722;9.20833353201548;298.362630893413;6.19999980926514;12;1883;11.3998826380942;523;0;1;0;0;0;0;0;0;0;0;0;0;0
62;-51.7352981567383;-29.1688995361328;10.1416666507721;363.571039537674;9.39999961853027;15.1666666666667;1464;16.126576163517;439;0;1;0;0;0;0;0;0;0;0;0;0;0
63;-51.1794013977051;-29.1681003570557;9.2416664759318;337.998505797837;6.90000009536743;13.8999998569489;1882;13.8279168193207;536;0;1;0;0;0;0;0;0;0;0;0;0;0
64;-49.9525;-29.1594444;8.78333338101705;320.456597999413;9.89999961853027;15.0666666030884;1523;15.5584436175406;449;0;1;0;0;0;0;0;0;0;0;0;0;0
65;-49.86;-29.07;8.80833347638448;327.879729543853;10.6000003814697;15.8000000317891;1394;17.4754568140545;421;0;1;0;0;0;0;0;0;0;0;0;0;0
66;-52.2952995300293;-29.0442008972168;9.95833317438761;350.470197525657;6.80000019073486;12.733333269755;1590;14.3677576516242;468;0;1;0;0;0;0;0;0;0;0;0;0;0
67;-49.763599395752;-28.9974994659424;9.73333311080933;330.701737624719;10.1000003814697;15.7666664123535;1361;18.021634692986;414;0;1;0;0;0;0;0;0;0;0;0;0;0
68;-51.4081001281738;-28.9902992248535;9.60833330949148;339.27814210664;7.59999990463257;14.8666671117147;1729;11.7907382723896;486;0;1;0;0;0;0;0;0;0;0;0;0;0
69;-49.8591667;-28.9794445;9.20000012715658;322.982072401215;9.80000019073486;15.1166666348775;1449;17.6756264428674;441;0;1;0;0;0;0;0;0;0;0;0;0;0
70;-51.5494003295898;-28.9361000061035;9.71666685740153;339.480440399382;7.19999980926514;17.0166665712992;1760;11.7128648428643;496;0;1;0;0;0;0;0;0;0;0;0;0;0
71;-49.6794445;-28.9266667;10.0916667779287;331.96697014299;9.89999961853027;15.8166669209798;1324;19.8985624319848;413;0;1;0;0;0;0;0;0;0;0;0;0;0
72;-51.558633;-28.925167;9.74166655540466;338.795491820286;7.30000019073486;17.0999999046326;1745;11.8276595307683;493;0;1;0;0;0;0;0;0;0;0;0;0;0
73;-49.86;-28.89;9.50833296775818;313.154463031667;9;14.5;1520;17.5668296938596;464;0;1;0;0;0;0;0;0;0;0;0;0;0
74;-52.15;-28.883333;9.90833350022634;345.835335850186;6.80000019073486;16.8166669209798;1712;9.06250471720804;453;0;1;0;0;0;0;0;0;0;0;0;0;0
75;-49.86;-28.8;9.6833332379659;317.982517712648;9.30000019073486;14.8666664759318;1450;19.0504895174089;450;0;1;0;0;0;0;0;0;0;0;0;0;0
76;-52.85;-28.633333;11.7916667064031;373.13450981444;6.90000009536743;13.9833331902822;1648;10.224779428372;450;0;1;0;0;0;0;0;0;0;0;0;0;0
77;-49.4088889;-28.6219445;11.0416666666667;330.695716898316;9.39999961853027;15.9333332379659;1360;26.3166976009254;467;0;1;0;0;0;0;0;0;0;0;0;0;0
78;-49.59;-28.62;10.158333381017;307.951128496442;8;14.0666666030884;1506;21.0706349547129;484;0;1;0;0;0;0;0;0;0;0;0;0;0
79;-49.4247223;-28.5983333;11.1499998569489;328.37640666466;9.10000038146973;15.6666666666667;1386;26.7850672875547;479;0;1;0;0;0;0;0;0;0;0;0;0;0
80;-54;-28.55;11.499999721845;382.720530206682;7.59999990463257;23.4166666666667;1786;10.8322688035411;479;0;1;0;0;0;0;0;0;0;0;0;0;0
